city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Millersville,http://www.zillow.com/homedetails/188-Victoria-Rd-Millersville-PA-17551/54235294_zpid/,"$276,359","$299,000",17551,4 beds,,PA,188 Victoria Rd,3 baths,"3,182 sqft",(717) 947-0323 
Ridley Park,http://www.zillow.com/homedetails/402-Bonsall-Rd-Ridley-Park-PA-19078/9429804_zpid/,"$167,861","$239,900",19078,3 beds,,PA,402 Bonsall Rd,2.5 baths,"1,460 sqft",(610) 909-1198 
Philadelphia,http://www.zillow.com/homedetails/1326-Spruce-Street-2405-Philadelphia-PA-19107/2101069776_zpid/,"$407,117","$480,000",19107,2 beds,,PA,1326 Spruce Street #2405,2 baths,"1,209 sqft",
Elizabethtown,http://www.zillow.com/homedetails/454-W-Ridge-Rd-Elizabethtown-PA-17022/9697181_zpid/,"$292,761","$315,000",17022,4 beds,,PA,454 W Ridge Rd,4 baths,"2,866 sqft",(717) 629-6869 
Philadelphia,http://www.zillow.com/homedetails/2535-Parrish-St-Philadelphia-PA-19130/10244561_zpid/,"$568,405","$575,000",19130,4 beds,,PA,2535 Parrish St,3 baths,"1,992 sqft",
Philadelphia,http://www.zillow.com/homedetails/2001-Hamilton-St-APT-1125-Philadelphia-PA-19130/62676024_zpid/,"$268,071","$254,500",19130,2 beds,,PA,2001 Hamilton St APT 1125,1 bath,891 sqft,(267) 438-2910 
New Wilmington,http://www.zillow.com/homedetails/20-Stonepile-Rd-New-Wilmington-PA-16142/2136494825_zpid/,"$196,956","$150,000",16142,2 beds,,PA,20 Stonepile Rd,2 baths,"1,144 sqft",(724) 699-4692 
Dallastown,http://www.zillow.com/homedetails/425-E-Maple-St-Dallastown-PA-17313/60500422_zpid/,"$127,583","$180,000",17313,4 beds,,PA,425 E Maple St,2 baths,"1,342 sqft",
Jamestown,http://www.zillow.com/homedetails/7740-Lake-Blvd-Jamestown-PA-16134/93613192_zpid/,"$138,860","$165,500",16134,3 beds,,PA,7740 Lake Blvd,2 baths,"1,560 sqft",(724) 927-9532 
Philadelphia,http://www.zillow.com/homedetails/1653-S-55th-St-Philadelphia-PA-19143/10484262_zpid/,"$46,704","$40,000",19143,3 beds,,PA,1653 S 55th St,1 bath,"1,098 sqft",(215) 576-0724 
Philadelphia,http://www.zillow.com/homedetails/220-Locust-St-APT-3C-Philadelphia-PA-19106/2101907981_zpid/,"$268,345","$264,900",19106,1 bed,,PA,220 Locust St APT 3C,1 bath,683 sqft,(856) 296-5751 
Columbia,http://www.zillow.com/homedetails/1015-Chestnut-St-Columbia-PA-17512/9690137_zpid/,"$191,246","$195,500",17512,3 beds,,PA,1015 Chestnut St,2 baths,"2,517 sqft",(717) 684-3316 
Harleysville,http://www.zillow.com/homedetails/517-Park-Ave-Harleysville-PA-19438/10006631_zpid/,"$283,906","$325,000",19438,3 beds,,PA,517 Park Ave,2 baths,"1,870 sqft",
Exton,http://www.zillow.com/homedetails/103-Lori-Cir-Exton-PA-19341/9162375_zpid/,"$319,015","$415,000",19341,4 beds,,PA,103 Lori Cir,2.5 baths,"2,152 sqft",
Philadelphia,http://www.zillow.com/homedetails/6041-Osage-Ave-Philadelphia-PA-19143/2141415317_zpid/,"$89,037","$35,000",19143,4 beds,,PA,6041 Osage Ave,1 bath,"1,050 sqft",(215) 576-0724 
Conshohocken,http://www.zillow.com/homedetails/419-E-12th-Ave-Conshohocken-PA-19428/9853492_zpid/,"$276,425","$292,500",19428,3 beds,,PA,419 E 12th Ave,2 baths,"1,152 sqft",(484) 416-0419 
Philadelphia,http://www.zillow.com/homedetails/220-Locust-St-APT-25D-Philadelphia-PA-19106/2101907918_zpid/,"$309,815","$354,900",19106,1 bed,,PA,220 Locust St APT 25D,1 bath,803 sqft,(856) 296-5751 
West Pittston,http://www.zillow.com/homedetails/410-6th-St-ONE-West-Pittston-PA-18643/2101899756_zpid/,"$59,445","$119,000",18643,3 beds,,PA,410 6th St # ONE,1 bath,"1,248 sqft",(212) 714-1027 
Steelton,http://www.zillow.com/homedetails/223-Pine-St-Steelton-PA-17113/86465072_zpid/,"$109,011","$129,900",17113,7 beds,,PA,223 Pine St,3 baths,"3,307 sqft",(717) 623-7045 
Norristown,http://www.zillow.com/homedetails/427-Forrest-Ave-Norristown-PA-19401/10063117_zpid/,"$144,987","$152,000",19401,3 beds,,PA,427 Forrest Ave,1.5 baths,"1,274 sqft",
West Chester,http://www.zillow.com/homedetails/144-Weedon-Ct-West-Chester-PA-19380/9174830_zpid/,"$208,744","$239,900",19380,3 beds,,PA,144 Weedon Ct,1.5 baths,"1,540 sqft",(610) 363-6215 
Pittsburgh,http://www.zillow.com/homedetails/5-Kingsford-Dr-Pittsburgh-PA-15202/11405412_zpid/,"$291,102","$358,000",15202,3 beds,,PA,5 Kingsford Dr,3.5 baths,"2,925 sqft",
Havertown,http://www.zillow.com/homedetails/401-Oxford-Rd-Havertown-PA-19083/9380863_zpid/,"$418,317","$472,000",19083,5 beds,,PA,401 Oxford Rd,2.5 baths,"2,782 sqft",
Middletown,http://www.zillow.com/homedetails/3-Crestview-Village-Middletown-PA-17057/2101781838_zpid/,"$77,956","$23,500",17057,3 beds,,PA,3 Crestview Village,2 baths,-- sqft,(717) 635-5760 
Reading,http://www.zillow.com/homedetails/4316-Sylvan-Drive-Reading-PA-19606/2101611888_zpid/,"$172,392","$210,000",19606,4 beds,,PA,4316 Sylvan Drive,2 baths,"1,728 sqft",(610) 639-2426 
White Oak,http://www.zillow.com/homedetails/1109-Monongahela-Blvd-White-Oak-PA-15131/11500791_zpid/,"$77,137","$79,900",15131,2 beds,,PA,1109 Monongahela Blvd,1 bath,"1,207 sqft",
Steelton,http://www.zillow.com/homedetails/332-S-3rd-St-Steelton-PA-17113/2101615357_zpid/,"$72,046","$38,000",17113,1 bed,,PA,332 S 3rd St,1 bath,"2,071 sqft",(717) 469-5895 
Elverson,http://www.zillow.com/homedetails/2500-Hopewell-Rd-Elverson-PA-19520/8866274_zpid/,"$204,877","$222,000",19520,4 beds,,PA,2500 Hopewell Rd,1.5 baths,"1,344 sqft",(610) 226-5526 
Ephrata,http://www.zillow.com/homedetails/67-N-Church-St-Ephrata-PA-17522/9711211_zpid/,"$95,728",,17522,3 beds,,PA,67 N Church St,1.5 baths,936 sqft,
Enola,http://www.zillow.com/homedetails/153-E-Columbia-Rd-Enola-PA-17025/9241066_zpid/,"$93,510",,17025,3 beds,,PA,153 E Columbia Rd,1 bath,"1,350 sqft",
Pottstown,http://www.zillow.com/homedetails/9-E-3rd-St-Pottstown-PA-19464/9881352_zpid/,"$118,001",,19464,3 beds,,PA,9 E 3rd St,2.5 baths,"1,655 sqft",
Glenside,http://www.zillow.com/homedetails/158-Logan-Ave-Glenside-PA-19038/10027618_zpid/,"$240,217","$264,900",19038,3 beds,,PA,158 Logan Ave,2.5 baths,"1,960 sqft",(215) 292-5617 
Pittsburgh,http://www.zillow.com/homedetails/117-Spring-Grove-Rd-Pittsburgh-PA-15235/11491757_zpid/,"$74,057",,15235,3 beds,,PA,117 Spring Grove Rd,1 bath,"1,232 sqft",
Verona,http://www.zillow.com/homedetails/165-Suncrest-Dr-Verona-PA-15147/11415175_zpid/,"$97,636",,15147,3 beds,,PA,165 Suncrest Dr,2.5 baths,"1,760 sqft",
Pittsburgh,http://www.zillow.com/homedetails/747-Chislett-St-3-Pittsburgh-PA-15206/11620641_zpid/,Price Unknown,,15206,2 beds,,PA,747 Chislett St # 3,1 bath,"2,547 sqft",
Warminster,http://www.zillow.com/homedetails/255-Olive-St-Warminster-PA-18974/9115693_zpid/,"$202,708",,18974,3 beds,,PA,255 Olive St,1 bath,"1,350 sqft",
Washington,http://www.zillow.com/homedetails/140-Cumberland-Ave-Washington-PA-15301/49781564_zpid/,"$73,478",,15301,3 beds,,PA,140 Cumberland Ave,1 bath,"1,320 sqft",
Yardley,http://www.zillow.com/homedetails/1225-Yardley-Rd-Yardley-PA-19067/9020484_zpid/,"$328,575",,19067,3 beds,,PA,1225 Yardley Rd,2.5 baths,"2,132 sqft",
Duncannon,http://www.zillow.com/homedetails/300-Prospect-Ave-Duncannon-PA-17020/52646951_zpid/,"$84,978",,17020,4 beds,,PA,300 Prospect Ave,2 baths,"1,830 sqft",
Lancaster,http://www.zillow.com/homedetails/2170-W-Ridge-Dr-Lancaster-PA-17603/9766470_zpid/,"$282,976","$425,000",17603,4 beds,,PA,2170 W Ridge Dr,3 baths,"2,970 sqft",
Philadelphia,http://www.zillow.com/homedetails/835-N-Pennock-St-Philadelphia-PA-19130/10243043_zpid/,"$461,477","$449,995",19130,3 beds,,PA,835 N Pennock St,2.5 baths,"1,750 sqft",
Johnstown,http://www.zillow.com/homedetails/195-Wilson-St-Johnstown-PA-15906/78563856_zpid/,"$36,432","$70,000",15906,3 beds,,PA,195 Wilson St,1 bath,"1,100 sqft",(646) 623-8900 
Washington,http://www.zillow.com/homedetails/99-Green-Crescent-Dr-Washington-PA-15301/49800574_zpid/,"$309,989","$399,000",15301,4 beds,,PA,99 Green Crescent Dr,2.5 baths,"2,498 sqft",
Allentown,http://www.zillow.com/homedetails/2823-Hamilton-Blvd-Allentown-PA-18104/9610334_zpid/,"$237,462","$274,899",18104,3 beds,,PA,2823 Hamilton Blvd,2.5 baths,"2,096 sqft",(610) 393-1801 
Pittsburgh,http://www.zillow.com/homedetails/834-Beech-Ave-APT-3-Pittsburgh-PA-15233/11388927_zpid/,"$197,256","$274,999",15233,2 beds,,PA,834 Beech Ave APT 3,2 baths,"1,253 sqft",
Altoona,http://www.zillow.com/homedetails/304-Logan-Blvd-Altoona-PA-16602/86401501_zpid/,"$143,925","$220,000",16602,4 beds,,PA,304 Logan Blvd,3 baths,"1,400 sqft",(724) 719-0520 
Pittsburgh,http://www.zillow.com/homedetails/3-Shadow-Ln-Pittsburgh-PA-15238/11446575_zpid/,"$281,071","$310,000",15238,2 beds,,PA,3 Shadow Ln,2.5 baths,"1,898 sqft",
Tannersville,http://www.zillow.com/homedetails/6-Tanbark-Ln-Tannersville-PA-18372/9820545_zpid/,"$196,398",,18372,5 beds,,PA,6 Tanbark Ln,2 baths,"3,268 sqft",
Norristown,http://www.zillow.com/homedetails/1019-Windy-Hill-Rd-Norristown-PA-19403/10082431_zpid/,"$332,301","$445,000",19403,3 beds,,PA,1019 Windy Hill Rd,2.5 baths,"2,300 sqft",
Long Pond,http://www.zillow.com/homedetails/326-Sullivan-Trl-Long-Pond-PA-18334/9840989_zpid/,"$87,506",,18334,2 beds,,PA,326 Sullivan Trl,2 baths,"1,172 sqft",
Coolbaugh Township,http://www.zillow.com/homedetails/8111-Sioux-Crescent-Ln-Coolbaugh-Township-PA-18466/9799253_zpid/,"$152,783",,18466,4 beds,,PA,8111 Sioux Crescent Ln,3 baths,"2,600 sqft",
Dingmans Ferry,http://www.zillow.com/homedetails/150-Westwood-Dr-Dingmans-Ferry-PA-18328/2105115289_zpid/,"$114,101","$237,500",18328,3 beds,,PA,150 Westwood Dr,2 baths,"2,600 sqft",(800) 843-6963 
Fairview,http://www.zillow.com/homedetails/6750-Old-Ridge-Rd-Fairview-PA-16415/9479694_zpid/,"$300,084","$309,000",16415,3 beds,,PA,6750 Old Ridge Rd,3 baths,"2,900 sqft",(814) 434-3159 
Philadelphia,http://www.zillow.com/homedetails/1534-N-59th-St-Philadelphia-PA-19151/10343980_zpid/,"$91,190",,19151,3 beds,,PA,1534 N 59th St,1 bath,"1,254 sqft",
Philadelphia,http://www.zillow.com/homedetails/43-N-61st-St-Philadelphia-PA-19139/10341843_zpid/,"$84,301",,19139,4 beds,,PA,43 N 61st St,1.5 baths,"1,160 sqft",
Philadelphia,http://www.zillow.com/homedetails/3322-H-St-Philadelphia-PA-19134/10336008_zpid/,"$52,295",,19134,4 beds,,PA,3322 H St,2.5 baths,"1,560 sqft",
Philadelphia,http://www.zillow.com/homedetails/133-N-62nd-St-Philadelphia-PA-19139/10342506_zpid/,"$50,143",,19139,3 beds,,PA,133 N 62nd St,2 baths,"1,120 sqft",
Philadelphia,http://www.zillow.com/homedetails/2430-W-Jefferson-St-Philadelphia-PA-19121/10315739_zpid/,"$61,165",,19121,3 beds,,PA,2430 W Jefferson St,1 bath,"1,128 sqft",
Philadelphia,http://www.zillow.com/homedetails/2727-Helen-St-Philadelphia-PA-19134/10301903_zpid/,"$45,434",,19134,3 beds,,PA,2727 Helen St,1 bath,980 sqft,
Philadelphia,http://www.zillow.com/homedetails/1517-Overington-St-Philadelphia-PA-19124/10286570_zpid/,"$81,515",,19124,3 beds,,PA,1517 Overington St,1 bath,"1,510 sqft",
Philadelphia,http://www.zillow.com/homedetails/3225-N-Randolph-St-Philadelphia-PA-19140/10264942_zpid/,"$27,304",,19140,2 beds,,PA,3225 N Randolph St,1 bath,878 sqft,
Philadelphia,http://www.zillow.com/homedetails/7109-Boyer-St-Philadelphia-PA-19119/10283282_zpid/,"$276,876",,19119,6 beds,,PA,7109 Boyer St,2.5 baths,"2,475 sqft",
Philadelphia,http://www.zillow.com/homedetails/4325-N-17th-St-Philadelphia-PA-19140/10237774_zpid/,"$45,504",,19140,3 beds,,PA,4325 N 17th St,1.5 baths,"1,262 sqft",
Philadelphia,http://www.zillow.com/homedetails/3728-N-Bouvier-St-Philadelphia-PA-19140/10235520_zpid/,"$51,112",,19140,Studio,,PA,3728 N Bouvier St,-- baths,"1,788 sqft",
Philadelphia,http://www.zillow.com/homedetails/3009-N-Croskey-St-Philadelphia-PA-19132/10225625_zpid/,"$34,513",,19132,3 beds,,PA,3009 N Croskey St,1 bath,"1,380 sqft",
Philadelphia,http://www.zillow.com/homedetails/111-N-57th-St-Philadelphia-PA-19139/10192141_zpid/,"$37,523",,19139,3 beds,,PA,111 N 57th St,1 bath,"1,166 sqft",
Philadelphia,http://www.zillow.com/homedetails/415-S-62nd-St-Philadelphia-PA-19143/10186283_zpid/,"$87,299",,19143,3 beds,,PA,415 S 62nd St,1 bath,"1,140 sqft",
Philadelphia,http://www.zillow.com/homedetails/5746-Haverford-Ave-Philadelphia-PA-19131/10192775_zpid/,"$55,784",,19131,4 beds,,PA,5746 Haverford Ave,1.5 baths,"1,450 sqft",
Philadelphia,http://www.zillow.com/homedetails/1238-Callowhill-St-STE-205-Philadelphia-PA-19123/10599939_zpid/,"$287,796","$364,900",19123,1 bed,,PA,1238 Callowhill St STE 205,1 bath,"1,333 sqft",
Philadelphia,http://www.zillow.com/homedetails/6131-Locust-St-Philadelphia-PA-19139/10183691_zpid/,"$50,323",,19139,4 beds,,PA,6131 Locust St,1.5 baths,"1,410 sqft",
Philadelphia,http://www.zillow.com/homedetails/1326-Spruce-St-Philadelphia-PA-19107/10597886_zpid/,"$302,269",,19107,1 bed,,PA,1326 Spruce St,1 bath,900 sqft,
Columbia,http://www.zillow.com/homedetails/557-Pitney-Rd-Columbia-PA-17512/9722417_zpid/,"$152,808",,17512,3 beds,,PA,557 Pitney Rd,2.5 baths,"1,339 sqft",
Haverford,http://www.zillow.com/homedetails/335-Rose-Ln-Haverford-PA-19041/9965010_zpid/,"$2,649,878",,19041,7 beds,,PA,335 Rose Ln,8 baths,"8,583 sqft",
Berwyn,http://www.zillow.com/homedetails/775-Westwind-Dr-Berwyn-PA-19312/9181987_zpid/,"$1,128,657","$1,400,000",19312,5 beds,,PA,775 Westwind Dr,3.5 baths,"5,556 sqft",
Chagrin Falls,http://www.zillow.com/homedetails/18955-Munn-Rd-Chagrin-Falls-OH-44023/34128401_zpid/,"$264,081","$279,900",44023,4 beds,,OH,18955 Munn Rd,2 baths,"2,392 sqft",(440) 384-2230 
Philadelphia,http://www.zillow.com/homedetails/2139-Oakford-St-Philadelphia-PA-19146/10361524_zpid/,"$210,025","$199,000",19146,3 beds,,PA,2139 Oakford St,1 bath,984 sqft,
Camp Hill,http://www.zillow.com/homedetails/206-Maple-Ave-Camp-Hill-PA-17011/9252480_zpid/,"$151,376",,17011,4 beds,,PA,206 Maple Ave,2 baths,"1,929 sqft",
Philadelphia,http://www.zillow.com/homedetails/1623-South-St-Philadelphia-PA-19146/2107479919_zpid/,"$603,827","$799,000",19146,3 beds,,PA,1623 South St,3 baths,"2,150 sqft",
Toledo,http://www.zillow.com/homedetails/3514-Whitegate-Dr-Toledo-OH-43607/34691451_zpid/,"$101,283","$99,999",43607,3 beds,,OH,3514 Whitegate Dr,1.5 baths,"2,070 sqft",(419) 290-4425 
Sylvania,http://www.zillow.com/homedetails/6021-Flanders-Rd-Sylvania-OH-43560/34744048_zpid/,"$134,552","$177,700",43560,3 beds,,OH,6021 Flanders Rd,1.5 baths,"1,898 sqft",(419) 389-7171 
Akron,http://www.zillow.com/homedetails/249-Marion-Ave-Akron-OH-44312/35383649_zpid/,"$112,497","$130,000",44312,3 beds,,OH,249 Marion Ave,1.5 baths,"1,144 sqft",(330) 352-5017 
Columbus,http://www.zillow.com/homedetails/252-N-Cassady-Ave-Columbus-OH-43209/33951568_zpid/,"$351,395","$325,000",43209,3 beds,,OH,252 N Cassady Ave,2.5 baths,"2,151 sqft",(614) 548-0784 
Lyndhurst,http://www.zillow.com/homedetails/1615-Edgefield-Road-Lyndhurst-OH-44124/2100819956_zpid/,"$93,266","$149,900",44124,3 beds,,OH,1615 Edgefield Road,1.5 baths,"1,458 sqft",
Akron,http://www.zillow.com/homedetails/784-Allyn-St-Akron-OH-44311/35418694_zpid/,"$38,665","$28,000",44311,4 beds,,OH,784 Allyn St,2 baths,"1,800 sqft",
Miamisburg,http://www.zillow.com/homedetails/2597-Miami-Village-Dr-Miamisburg-OH-45342/34996164_zpid/,"$152,383","$174,900",45342,4 beds,,OH,2597 Miami Village Dr,3 baths,"2,262 sqft",(937) 999-9221 
Pickerington,http://www.zillow.com/homedetails/13642-Carriage-Ln-Pickerington-OH-43147/33801303_zpid/,"$237,982","$299,900",43147,4 beds,,OH,13642 Carriage Ln,3 baths,"2,494 sqft",(931) 626-5275 
Mentor,http://www.zillow.com/homedetails/7531-Ohio-St-Mentor-OH-44060/34485729_zpid/,"$167,318","$173,900",44060,3 beds,,OH,7531 Ohio St,1.5 baths,"1,654 sqft",(440) 478-4528 
Lakewood,http://www.zillow.com/homedetails/17229-Edgewater-Dr-Lakewood-OH-44107/33488661_zpid/,"$460,297","$595,000",44107,4 beds,,OH,17229 Edgewater Dr,3 baths,"3,219 sqft",(216) 973-4836 
Twinsburg,http://www.zillow.com/homedetails/10445-White-Ash-Trl-10-Twinsburg-OH-44087/2100818457_zpid/,"$157,632","$184,500",44087,3 beds,,OH,10445 White Ash Trl # 10,2 baths,"1,712 sqft",(440) 318-1720 
Aurora,http://www.zillow.com/homedetails/10172-Spinnaker-Run-Aurora-OH-44202/35415655_zpid/,"$101,324","$99,000",44202,3 beds,,OH,10172 Spinnaker Run,2 baths,"1,148 sqft",(216) 789-2868 
Cleveland,http://www.zillow.com/homedetails/1080-E-74th-St-Cleveland-OH-44103/33383656_zpid/,"$63,574","$20,000",44103,8 beds,,OH,1080 E 74th St,3 baths,"2,967 sqft",(216) 409-2667 
Arcanum,http://www.zillow.com/homedetails/703-State-Route-503-Arcanum-OH-45304/107216176_zpid/,"$324,146","$339,000",45304,4 beds,,OH,703 State Route 503,4 baths,"3,400 sqft",
Lorain,http://www.zillow.com/homedetails/1303-W-10th-St-Lorain-OH-44052/34543019_zpid/,"$68,983","$70,000",44052,3 beds,,OH,1303 W 10th St,1 bath,"1,618 sqft",(614) 453-0660 
Cincinnati,http://www.zillow.com/homedetails/2687-Wheatfield-Dr-Cincinnati-OH-45251/34290885_zpid/,"$72,312","$76,000",45251,3 beds,,OH,2687 Wheatfield Dr,1 bath,990 sqft,
Middletown,http://www.zillow.com/homedetails/1806-Flemming-Rd-Middletown-OH-45042/33227780_zpid/,"$50,857","$59,500",45042,2 beds,,OH,1806 Flemming Rd,1 bath,992 sqft,(614) 453-0660 
Cleveland Heights,http://www.zillow.com/homedetails/3090-Washington-Blvd-Cleveland-Heights-OH-44118/33657287_zpid/,"$177,764","$199,999",44118,5 beds,,OH,3090 Washington Blvd,2 baths,"1,905 sqft",(440) 895-0847 
Yellow Springs,http://www.zillow.com/homedetails/420-President-St-Yellow-Springs-OH-45387/34182893_zpid/,"$195,034","$345,000",45387,4 beds,,OH,420 President St,2 baths,"1,584 sqft",
Springfield,http://www.zillow.com/homedetails/4443-Tulane-Rd-Springfield-OH-45503/33299618_zpid/,"$120,095","$125,000",45503,4 beds,,OH,4443 Tulane Rd,2 baths,"1,269 sqft",(937) 342-0179 
Willard,http://www.zillow.com/homedetails/317-Woodbine-St-Willard-OH-44890/34451986_zpid/,"$56,422","$74,000",44890,4 beds,,OH,317 Woodbine St,1 bath,"1,456 sqft",(614) 453-0660 
Celina,http://www.zillow.com/homedetails/505-E-Fulton-St-Celina-OH-45822/86582609_zpid/,"$131,705","$122,500",45822,4 beds,,OH,505 E Fulton St,3 baths,"1,944 sqft",(419) 733-9316 
South Euclid,http://www.zillow.com/homedetails/3790-Fairoaks-Rd-South-Euclid-OH-44121/33663768_zpid/,"$69,833","$80,000",44121,3 beds,,OH,3790 Fairoaks Rd,2 baths,"1,272 sqft",(216) 633-6812 
Philadelphia,http://www.zillow.com/homedetails/1326-Spruce-St-Philadelphia-PA-19107/10597886_zpid/,"$302,269",,19107,1 bed,,PA,1326 Spruce St,1 bath,900 sqft,
Philadelphia,http://www.zillow.com/homedetails/6131-Locust-St-Philadelphia-PA-19139/10183691_zpid/,"$50,323",,19139,4 beds,,PA,6131 Locust St,1.5 baths,"1,410 sqft",
Columbia,http://www.zillow.com/homedetails/557-Pitney-Rd-Columbia-PA-17512/9722417_zpid/,"$152,808",,17512,3 beds,,PA,557 Pitney Rd,2.5 baths,"1,339 sqft",
Philadelphia,http://www.zillow.com/homedetails/3304-N-Mascher-St-Philadelphia-PA-19140/10206514_zpid/,"$45,716",,19140,2 beds,,PA,3304 N Mascher St,1 bath,"1,008 sqft",
Philadelphia,http://www.zillow.com/homedetails/111-N-57th-St-Philadelphia-PA-19139/10192141_zpid/,"$37,523",,19139,3 beds,,PA,111 N 57th St,1 bath,"1,166 sqft",
Philadelphia,http://www.zillow.com/homedetails/200-Lombard-St-Philadelphia-PA-19147/10597692_zpid/,"$252,430",,19147,1 bed,,PA,200 Lombard St,1 bath,663 sqft,
Philadelphia,http://www.zillow.com/homedetails/7510-Henry-Ave-Philadelphia-PA-19128/80947338_zpid/,"$210,803",,19128,4 beds,,PA,7510 Henry Ave,2 baths,"1,350 sqft",
Bethlehem,http://www.zillow.com/homedetails/819-Fernwood-St-Bethlehem-PA-18018/10159192_zpid/,"$109,487",,18018,3 beds,,PA,819 Fernwood St,1 bath,"1,152 sqft",
Fox Chapel,http://www.zillow.com/homedetails/1-Quail-Hill-Rd-Fox-Chapel-PA-15238/11528079_zpid/,"$651,820","$699,900",15238,4 beds,,PA,1 Quail Hill Rd,4 baths,"3,324 sqft",(412) 350-9920 
Philadelphia,http://www.zillow.com/homedetails/3009-N-Croskey-St-Philadelphia-PA-19132/10225625_zpid/,"$34,513",,19132,3 beds,,PA,3009 N Croskey St,1 bath,"1,380 sqft",
Villanova,http://www.zillow.com/homedetails/747-Panorama-Rd-Villanova-PA-19085/9963824_zpid/,"$647,816",,19085,4 beds,,PA,747 Panorama Rd,3 baths,"3,136 sqft",
Philadelphia,http://www.zillow.com/homedetails/415-S-62nd-St-Philadelphia-PA-19143/10186283_zpid/,"$87,299",,19143,3 beds,,PA,415 S 62nd St,1 bath,"1,140 sqft",
Philadelphia,http://www.zillow.com/homedetails/2601-Pennsylvania-Ave-APT-151-Philadelphia-PA-19130/63498366_zpid/,"$100,254",,19130,Studio,,PA,2601 Pennsylvania Ave APT 151,1 bath,453 sqft,
Philadelphia,http://www.zillow.com/homedetails/200-Lombard-St-Philadelphia-PA-19147/10597676_zpid/,"$207,366",,19147,1 bed,,PA,200 Lombard St,1 bath,663 sqft,
Philadelphia,http://www.zillow.com/homedetails/5746-Haverford-Ave-Philadelphia-PA-19131/10192775_zpid/,"$55,784",,19131,4 beds,,PA,5746 Haverford Ave,1.5 baths,"1,450 sqft",
Glenmoore,http://www.zillow.com/homedetails/64-Mcleod-Pond-Rd-Glenmoore-PA-19343/54730127_zpid/,"$445,938",,19343,4 beds,,PA,64 Mcleod Pond Rd,4 baths,"3,765 sqft",
Haverford,http://www.zillow.com/homedetails/335-Rose-Ln-Haverford-PA-19041/9965010_zpid/,"$2,649,878",,19041,7 beds,,PA,335 Rose Ln,8 baths,"8,583 sqft",
Philadelphia,http://www.zillow.com/homedetails/4145-Farmdale-Rd-Philadelphia-PA-19154/10585221_zpid/,"$153,693",,19154,3 beds,,PA,4145 Farmdale Rd,2 baths,"1,296 sqft",
Philadelphia,http://www.zillow.com/homedetails/2835-Benner-St-Philadelphia-PA-19149/10554225_zpid/,"$98,046",,19149,3 beds,,PA,2835 Benner St,1 bath,"1,224 sqft",
Philadelphia,http://www.zillow.com/homedetails/3728-N-Bouvier-St-Philadelphia-PA-19140/10235520_zpid/,"$51,112",,19140,Studio,,PA,3728 N Bouvier St,-- baths,"1,788 sqft",
Philadelphia,http://www.zillow.com/homedetails/4325-N-17th-St-Philadelphia-PA-19140/10237774_zpid/,"$45,504",,19140,3 beds,,PA,4325 N 17th St,1.5 baths,"1,262 sqft",
Philadelphia,http://www.zillow.com/homedetails/1115-Brandywine-St-Philadelphia-PA-19123/10240968_zpid/,"$231,518",,19123,3 beds,,PA,1115 Brandywine St,1 bath,"1,542 sqft",
