city,propertyUrl,zestimate,price,zipcode,beds,priceHistory,state,street,baths,sqfts,ownerPhone
Barefoot Bay,http://www.zillow.com/homedetails/1259-Waterway-Drive-Barefoot-Bay-FL-32976/2100475940_zpid/,,"$149,900 ",32976,3 beds,,FL,1259 Waterway Drive,2 baths,"1,200 sqft",(941) 525-6615 
Tallahassee,http://www.zillow.com/homedetails/313-Westwood-Dr-Tallahassee-FL-32304/45610981_zpid/,"$73,548 ","$70,000 ",32304,2 beds,,FL,313 Westwood Dr,2 baths,"1,110 sqft",(850) 228-1875 
Leeaburg,http://www.zillow.com/homedetails/128-Queens-Drive-Leeaburg-FL-34748/2100475896_zpid/,,"$32,000 ",34748,2 beds,,FL,128 Queens Drive,2 baths,#NAME?,(352) 504-1820 
Bradenton,http://www.zillow.com/homedetails/5030-46th-St-W-Bradenton-FL-34210/45764915_zpid/,"$293,996 ","$329,900 ",34210,3 beds,,FL,5030 46th St W,2 baths,"1,661 sqft",(941) 795-1692 
Boca Raton,http://www.zillow.com/homedetails/19473-Saturnia-Lakes-Dr-For-Rent-Only-0-Boca-Raton-FL-33498/2100475747_zpid/,,"$21,436 ",33498,4 beds,,FL,19473 Saturnia Lakes Dr For Rent Only # 0,3 baths,"3,151 sqft",(951) 723-9306 
Sebastian,http://www.zillow.com/homedetails/111-Mabry-St-Sebastian-FL-32958/45254683_zpid/,"$85,253 ","$114,900 ",32958,3 beds,,FL,111 Mabry St,2 baths,"1,064 sqft",(954) 560-4663 
Columbus,http://www.zillow.com/homedetails/194-Forrest-Glen-Rd-Columbus-MS-39705/114378264_zpid/,"$149,898 ","$189,000 ",39705,3 beds,,MS,194 Forrest Glen Rd,2.5 baths,"2,600 sqft",(662) 386-6242 
Boca Raton,http://www.zillow.com/homedetails/19520-Colorado-Cir-Rent-Now-0-Boca-Raton-FL-33434/2100475894_zpid/,,"$12,000 ",33434,4 beds,,FL,19520 Colorado Cir Rent Now # 0,2 baths,"1,710 sqft",(419) 776-9402 
Gulfport,http://www.zillow.com/homedetails/13893-Gulf-Haven-Rd-Gulfport-MS-39503/2138315465_zpid/,"$718,331 ","$1,200,000 ",39503,6 beds,,MS,13893 Gulf Haven Rd,3.5 baths,"5,100 sqft",(228) 669-2410 
Cape Coral,http://www.zillow.com/homedetails/4133-SW-6th-Pl-Cape-Coral-FL-33914/45427116_zpid/,"$217,819 ","$239,500 ",33914,4 beds,,FL,4133 SW 6th Pl,2 baths,"2,230 sqft",(239) 222-2401 
Destin,http://www.zillow.com/homedetails/705-Gulf-Shore-Dr-UNIT-101-Destin-FL-32541/45967955_zpid/,"$316,587 ","$299,000 ",32541,2 beds,,FL,705 Gulf Shore Dr UNIT 101,2 baths,"1,255 sqft",(850) 543-9239 
Lake Cormorant,http://www.zillow.com/homedetails/4143-Southern-Manor-Dr-N-Lake-Cormorant-MS-38641/2110809811_zpid/,"$239,944 ","$290,000 ",38641,4 beds,,MS,4143 Southern Manor Dr N,4 baths,"2,962 sqft",(901) 487-0763 
Eupora,http://www.zillow.com/homedetails/89-N-Jolliffe-St-Eupora-MS-39744/2101092545_zpid/,,"$199,999 ",39744,4 beds,,MS,89 N Jolliffe St,4 baths,"2,951 sqft",(662) 552-6267 
Jackson,http://www.zillow.com/homedetails/1485-Livingston-Ln-Jackson-MS-39213/2101063820_zpid/,"$737,960 ","$1,900,000 ",39213,9 beds,,MS,1485 Livingston Ln,4 baths,"15,100 sqft",(601) 780-0778 
Magee,http://www.zillow.com/homedetails/211-S-Jadek-Dr-Ne-Magee-MS-39111/2100922156_zpid/,"$76,160 ","$95,000 ",39111,3 beds,,MS,211 S Jadek Dr. Ne,2 baths,#NAME?,(601) 336-1528 
Ocean Springs,http://www.zillow.com/homedetails/420-Cleveland-Ave-Ocean-Springs-MS-39564/84624308_zpid/,"$215,222 ","$312,000 ",39564,3 beds,,MS,420 Cleveland Ave,2 baths,"1,759 sqft",(228) 990-7804 
Gulfport,http://www.zillow.com/homedetails/31-33rd-St-Gulfport-MS-39507/77995788_zpid/,"$86,217 ","$129,400 ",39507,3 beds,,MS,31 33rd St,3 baths,"2,058 sqft",(504) 606-6083 
Amory,http://www.zillow.com/homedetails/800-Boulevard-Dr-N-Amory-MS-38821/78071653_zpid/,"$299,076 ","$380,000 ",38821,4 beds,,MS,800 Boulevard Dr N,3 baths,"3,900 sqft",(662) 315-5008 
Oxford,http://www.zillow.com/homedetails/1510-Jefferson-Ave-Oxford-MS-38655/78036841_zpid/,"$634,049 ","$875,000 ",38655,3 beds,,MS,1510 Jefferson Ave,3 baths,"2,434 sqft",(662) 816-8149 
Pascagoula,http://www.zillow.com/homedetails/1707-Harrison-Ave-Pascagoula-MS-39567/110401540_zpid/,"$105,854 ","$109,500 ",39567,4 beds,,MS,1707 Harrison Ave,3 baths,"1,864 sqft",(224) 766-0252 
Clinton,http://www.zillow.com/homedetails/708-Bellevue-St-Clinton-MS-39056/3088399_zpid/,"$134,851 ","$137,500 ",39056,4 beds,,MS,708 Bellevue St,3 baths,"1,740 sqft",(318) 243-3848 
Ridgeland,http://www.zillow.com/homedetails/121-Hawthorne-Vale-Ridgeland-MS-39157/68260413_zpid/,"$357,445 ","$449,000 ",39157,4 beds,,MS,121 Hawthorne Vale,5 baths,"3,461 sqft",
Ridgeland,http://www.zillow.com/homedetails/550-Post-Rd-APT-108-Ridgeland-MS-39157/89793532_zpid/,"$132,633 ","$165,000 ",39157,2 beds,,MS,550 Post Rd APT 108,3 baths,"1,350 sqft",(601) 757-9110 
Philadelphia,http://www.zillow.com/homedetails/10541-Road-771-Philadelphia-MS-39350/110951714_zpid/,"$66,633 ","$115,000 ",39350,3 beds,,MS,10541 Road 771,2 baths,"1,300 sqft",
Picayune,http://www.zillow.com/homedetails/1315-Eighth-Ave-Picayune-MS-39466/2100631882_zpid/,"$46,206 ","$79,900 ",39466,3 beds,,MS,1315 Eighth Ave,1 bath,"1,100 sqft",(985) 718-8868 
Hernando,http://www.zillow.com/homedetails/1505-Notting-Hill-Cv-W-Hernando-MS-38632/89256046_zpid/,"$232,572 ","$244,900 ",38632,4 beds,,MS,1505 Notting Hill Cv W,3 baths,"2,550 sqft",(901) 461-9042 
Jackson,http://www.zillow.com/homedetails/1523-Winchester-St-Jackson-MS-39211/3054601_zpid/,"$93,182 ","$115,000 ",39211,3 beds,,MS,1523 Winchester St,2 baths,"1,885 sqft",(601) 454-9123 
Brandon,http://www.zillow.com/homedetails/109-Windchase-Dr-Brandon-MS-39042/50841600_zpid/,"$110,238 ","$118,000 ",39042,2 beds,,MS,109 Windchase Dr,2 baths,"1,153 sqft",(601) 946-8206 
Poplarville,http://www.zillow.com/homedetails/2879-Highway-53-Poplarville-MS-39470/2103163516_zpid/,"$129,346 ","$96,900 ",39470,3 beds,,MS,2879 Highway 53,2 baths,"1,640 sqft",(601) 795-5767 
Tupelo,http://www.zillow.com/homedetails/203-N-Foster-Dr-Tupelo-MS-38801/2100693759_zpid/,"$82,360 ","$114,900 ",38801,3 beds,,MS,203 N Foster Dr,1 bath,"1,282 sqft",(662) 871-7771 
Meridian,http://www.zillow.com/homedetails/3416-25th-Ave-Meridian-MS-39305/2131923291_zpid/,"$155,926 ","$107,000 ",39305,2 beds,,MS,3416 25th Ave,2 baths,"1,725 sqft",(662) 732-0578 
Columbus,http://www.zillow.com/homedetails/100-11th-St-S-Columbus-MS-39701/2130817719_zpid/,"$134,393 ","$115,000 ",39701,2 beds,,MS,100 11th St S,1 bath,"1,300 sqft",(419) 618-1455 
West Point,http://www.zillow.com/homedetails/1473-Walnut-Rd-West-Point-MS-39773/114896732_zpid/,"$307,327 ","$269,000 ",39773,4 beds,,MS,1473 Walnut Rd,4 baths,"3,578 sqft",(662) 295-5181 
Clinton,http://www.zillow.com/homedetails/101-Misty-Morning-Ln-Clinton-MS-39056/3090912_zpid/,"$101,885 ","$120,000 ",39056,2 beds,,MS,101 Misty Morning Ln,2 baths,"1,201 sqft",(601) 924-0673 
Hattiesburg,http://www.zillow.com/homedetails/39-Canebrake-Blvd-Hattiesburg-MS-39402/78044724_zpid/,"$361,426 ","$445,000 ",39402,4 beds,,MS,39 Canebrake Blvd,3 baths,"3,545 sqft",(601) 408-5125 
Wiggins,http://www.zillow.com/homedetails/803-Vardaman-St-N-Wiggins-MS-39577/78088166_zpid/,"$60,786 ","$66,000 ",39577,3 beds,,MS,803 Vardaman St N,1.5 baths,"1,200 sqft",
Meridian,http://www.zillow.com/homedetails/385-Branch-Estates-Rd-Meridian-MS-39301/123311512_zpid/,"$216,922 ","$170,000 ",39301,3 beds,,MS,385 Branch Estates Rd,2 baths,"2,744 sqft",(601) 938-1961 
Ocean Springs,http://www.zillow.com/homedetails/103-Bryant-St-Ocean-Springs-MS-39564/84623786_zpid/,"$75,282 ","$98,000 ",39564,3 beds,,MS,103 Bryant St,1.5 baths,"1,064 sqft",(228) 990-1467 
Hattiesburg,http://www.zillow.com/homedetails/2503-Villa-Verde-Hattiesburg-MS-39402/122852502_zpid/,"$123,011 ","$160,000 ",39402,3 beds,,MS,2503 Villa Verde,2 baths,"2,000 sqft",(901) 262-8653 
Horn Lake,http://www.zillow.com/homedetails/1595-Farnell-Dr-Horn-Lake-MS-38637/89324161_zpid/,"$101,305 ","$117,500 ",38637,3 beds,,MS,1595 Farnell Dr,2 baths,"1,565 sqft",(901) 603-1987 
Brandon,http://www.zillow.com/homedetails/1067-Highway-471-Brandon-MS-39042/50843111_zpid/,"$158,122 ","$28,000 ",39042,4 beds,,MS,1067 Highway 471,3 baths,"1,450 sqft",(601) 780-0778 
Pascagoula,http://www.zillow.com/homedetails/2203-Kingsberry-Ave-Pascagoula-MS-39567/110401218_zpid/,"$80,521 ","$95,000 ",39567,3 beds,,MS,2203 Kingsberry Ave,1.5 baths,"1,070 sqft",(228) 547-6893 
Wesson,http://www.zillow.com/homedetails/1060-Beech-St-Wesson-MS-39191/87872678_zpid/,"$134,540 ","$135,000 ",39191,4 beds,,MS,1060 Beech St,2 baths,"2,792 sqft",(601) 754-1838 
Jackson,http://www.zillow.com/homedetails/4330-El-Paso-St-Jackson-MS-39206/3051197_zpid/,"$43,310 ","$55,000 ",39206,4 beds,,MS,4330 El Paso St,2 baths,"1,490 sqft",(601) 918-3034 
Verbena,http://www.zillow.com/homedetails/208-County-Road-555-Verbena-AL-36091/2101819314_zpid/,"$210,470 ","$365,000 ",36091,3 beds,,AL,208 County Road 555,2 baths,"1,350 sqft",(704) 975-2640 
Troy,http://www.zillow.com/homedetails/105-Elizabeth-Ct-Troy-AL-36079/104525553_zpid/,"$91,480 ","$95,000 ",36079,4 beds,,AL,105 Elizabeth Ct,1 bath,"1,187 sqft",(256) 328-5807 
Jackson,http://www.zillow.com/homedetails/4005-Roxbury-Rd-Jackson-MS-39211/3053232_zpid/,"$160,471 ","$164,900 ",39211,3 beds,,MS,4005 Roxbury Rd,2 baths,"1,520 sqft",
Guntersville,http://www.zillow.com/homedetails/265-Warrenton-Shores-Dr-Guntersville-AL-35976/144876_zpid/,"$262,869 ","$339,500 ",35976,4 beds,,AL,265 Warrenton Shores Dr,2 baths,"2,300 sqft",(205) 410-3012 
Sylacauga,http://www.zillow.com/homedetails/205-S-Broadway-Ave-Sylacauga-AL-35150/76060809_zpid/,"$131,626 ","$152,000 ",35150,3 beds,,AL,205 S Broadway Ave,2 baths,"2,059 sqft",
Birmingham,http://www.zillow.com/homedetails/1215-16th-St-N-Birmingham-AL-35204/936775_zpid/,"$53,141 ","$45,000 ",35204,4 beds,,AL,1215 16th St N,2 baths,"1,976 sqft",(323) 947-8448 
Enterprise,http://www.zillow.com/homedetails/106-Woodland-Dr-Enterprise-AL-36330/109270775_zpid/,"$100,716 ","$120,000 ",36330,4 beds,,AL,106 Woodland Dr,2 baths,"2,320 sqft",(334) 477-4977 
Mobile,http://www.zillow.com/homedetails/73-South-Fulton-Street-Mobile-AL-36606/2101694352_zpid/,"$193,981 ","$169,900 ",36606,5 beds,,AL,73 South Fulton Street,2 baths,"2,036 sqft",(251) 366-0021 
Altoona,http://www.zillow.com/homedetails/6579-Walnut-Grove-Rd-Altoona-AL-35952/75994378_zpid/,"$57,586 ","$73,500 ",35952,2 beds,,AL,6579 Walnut Grove Rd,1 bath,"1,000 sqft",(205) 753-6601 
Centreville,http://www.zillow.com/homedetails/814-Timberlane-Dr-Centreville-AL-35042/111409346_zpid/,"$218,239 ","$199,999 ",35042,3 beds,,AL,814 Timberlane Dr,3.5 baths,"1,750 sqft",(205) 928-2542 
Dothan,http://www.zillow.com/homedetails/207-Pine-Tree-Dr-Dothan-AL-36303/76014283_zpid/,"$290,375 ","$299,900 ",36303,4 beds,,AL,207 Pine Tree Dr,3.5 baths,"3,460 sqft",(334) 701-9338 
Fairhope,http://www.zillow.com/homedetails/202-Patrician-Dr-Fairhope-AL-36532/2101310946_zpid/,"$226,904 ","$145,900 ",36532,3 beds,,AL,202 Patrician Dr.,2 baths,"1,540 sqft",(251) 656-4880 
Creola,http://www.zillow.com/homedetails/310-I-65-Service-Rd-S-Creola-AL-36525/50954744_zpid/,"$113,428 ","$118,000 ",36525,4 beds,,AL,310 I 65 Service Rd S,3 baths,"1,750 sqft",(251) 379-8255 
Clanton,http://www.zillow.com/homedetails/608-Barker-Street-Clanton-AL-35045/2101303267_zpid/,"$73,926 ","$105,000 ",35045,3 beds,,AL,608 Barker Street,1.5 baths,"1,325 sqft",(205) 646-8888 
Mobile,http://www.zillow.com/homedetails/2055-Granger-St-Mobile-AL-36606/51024361_zpid/,"$142,695 ","$280,000 ",36606,3 beds,,AL,2055 Granger St,3.5 baths,"2,800 sqft",
Auburn,http://www.zillow.com/homedetails/2031-S-College-St-LOT-40-Auburn-AL-36832/2108453759_zpid/,"$91,977 ","$7,000 ",36832,2 beds,,AL,2031 S College St LOT 40,1 bath,784 sqft,(334) 750-4174 
Kennedy,http://www.zillow.com/homedetails/1171-Tomlin-Rd-Kennedy-AL-35574/109232404_zpid/,"$56,318 ","$31,900 ",35574,2 beds,,AL,1171 Tomlin Rd,1 bath,"1,233 sqft",(205) 596-3844 
Montgomery,http://www.zillow.com/homedetails/2023-Commodore-Cir-Montgomery-AL-36106/72803100_zpid/,"$119,785 ","$117,000 ",36106,4 beds,,AL,2023 Commodore Cir,3 baths,"2,500 sqft",(843) 441-3339 
Birmingham,http://www.zillow.com/homedetails/8031-5th-Ave-S-Birmingham-AL-35206/949510_zpid/,"$43,621 ","$53,000 ",35206,3 beds,,AL,8031 5th Ave S,1 bath,"1,142 sqft",(801) 735-1688 
Semmes,http://www.zillow.com/homedetails/11381A-Howells-Ferry-Rd-Semmes-AL-36575/2101054828_zpid/,,"$225,000 ",36575,,,AL,11381A Howells Ferry Rd,,,(251) 331-1476 
Brewton,http://www.zillow.com/homedetails/209-Oak-Ridge-Pl-Brewton-AL-36426/110298840_zpid/,"$317,794 ","$395,000 ",36426,5 beds,,AL,209 Oak Ridge Pl,3.5 baths,"3,700 sqft",(251) 238-4342 
Madison,http://www.zillow.com/homedetails/21-Carriage-Hill-Madison-AL-35758/2101023225_zpid/,"$309,028 ","$310,000 ",35758,4 beds,,AL,21 Carriage Hill,2.5 baths,"3,064 sqft",(256) 714-5046 
Birmingham,http://www.zillow.com/homedetails/7817-3rd-Ave-S-Birmingham-AL-35206/951690_zpid/,"$53,378 ","$53,000 ",35206,3 beds,,AL,7817 3rd Ave S,1 bath,"1,228 sqft",(801) 735-1688 
Northport,http://www.zillow.com/homedetails/2506-22nd-St-Northport-AL-35476/50878119_zpid/,"$101,223 ","$137,500 ",35476,3 beds,,AL,2506 22nd St,2 baths,"1,372 sqft",(256) 457-2036 
Columbia,http://www.zillow.com/homedetails/887-County-Road-2-Columbia-AL-36319/96817105_zpid/,"$104,213 ","$77,500 ",36319,3 beds,,AL,887 County Road 2,1 bath,"1,088 sqft",(334) 791-8218 
Calera,http://www.zillow.com/homedetails/2027-Kerry-Cir-Calera-AL-35040/104040429_zpid/,"$180,919 ","$155,000 ",35040,5 beds,,AL,2027 Kerry Cir,3 baths,"2,000 sqft",(205) 543-4068 
Birmingham,http://www.zillow.com/homedetails/1829-Day-Ave-Birmingham-AL-35217/947937_zpid/,"$87,359 ","$60,000 ",35217,3 beds,,AL,1829 Day Ave,1 bath,"1,422 sqft",(678) 310-9787 
Harvest,http://www.zillow.com/homedetails/105-Pennhurst-Dr-Harvest-AL-35749/92146818_zpid/,"$189,075 ","$209,900 ",35749,4 beds,,AL,105 Pennhurst Dr,2 baths,"2,504 sqft",(256) 513-9085 
Tuscaloosa,http://www.zillow.com/homedetails/341-Meadow-Ridge-Dr-Tuscaloosa-AL-35405/50868245_zpid/,"$188,802 ","$210,000 ",35405,4 beds,,AL,341 Meadow Ridge Dr,2 baths,"2,182 sqft",(205) 253-7062 
Scottsboro,http://www.zillow.com/homedetails/2011-Bedford-Scottsboro-AL-35769/2100925511_zpid/,"$64,275 ","$119,000 ",35769,3 beds,,AL,2011 Bedford,2 baths,"1,470 sqft",(256) 599-3457 
Mobile,http://www.zillow.com/homedetails/611-E-Barksdale-Dr-Mobile-AL-36606/51020717_zpid/,"$139,200 ","$145,000 ",36606,3 beds,,AL,611 E Barksdale Dr,2 baths,"1,601 sqft",(251) 295-3758 
Cullman,http://www.zillow.com/homedetails/600-4th-St-SE-Cullman-AL-35055/109482681_zpid/,"$205,472 ","$250,000 ",35055,3 beds,,AL,600 4th St SE,2 baths,"1,548 sqft",(205) 249-2822 
Tuscaloosa,http://www.zillow.com/homedetails/2914-Sagefield-Rd-Tuscaloosa-AL-35405/50869537_zpid/,"$170,374 ","$174,900 ",35405,3 beds,,AL,2914 Sagefield Rd,2.5 baths,"1,827 sqft",(615) 772-3203 
Birmingham,http://www.zillow.com/homedetails/1005-Woodland-Vlg-Birmingham-AL-35216/80745027_zpid/,"$65,298 ","$96,900 ",35216,2 beds,,AL,1005 Woodland Vlg,2 baths,"1,066 sqft",(334) 399-1825 
Bessemer,http://www.zillow.com/homedetails/830-Lakeview-Estates-Dr-Bessemer-AL-35023/1041387_zpid/,"$295,727 ","$245,000 ",35023,4 beds,,AL,830 Lakeview Estates Dr,4 baths,"2,463 sqft",(205) 424-2963 
Montgomery,http://www.zillow.com/homedetails/1131-S-Hull-St-Montgomery-AL-36104/120588853_zpid/,"$95,397 ","$80,000 ",36104,3 beds,,AL,1131 S Hull St,2 baths,"2,184 sqft",(334) 819-5720 
Birmingham,http://www.zillow.com/homedetails/4411-7th-Ave-S-Birmingham-AL-35222/963542_zpid/,"$169,787 ","$196,000 ",35222,3 beds,,AL,4411 7th Ave S,2 baths,"1,428 sqft",(251) 509-8447 
Hokes Bluff,http://www.zillow.com/homedetails/5395-Leigh-Ave-Hokes-Bluff-AL-35903/75970323_zpid/,"$88,690 ","$119,900 ",35903,3 beds,,AL,5395 Leigh Ave,2 baths,"1,256 sqft",(256) 504-0790 
Mountain Brk,http://www.zillow.com/homedetails/4319-Kennesaw-Dr-Mountain-Brk-AL-35213/967530_zpid/,"$566,003 ","$671,000 ",35213,5 beds,,AL,4319 Kennesaw Dr,5 baths,"4,180 sqft",
Mobile,http://www.zillow.com/homedetails/18-Hurlbert-St-Mobile-AL-36607/51011879_zpid/,"$137,901 ","$156,999 ",36607,2 beds,,AL,18 Hurlbert St,2 baths,"1,692 sqft",(251) 379-3021 
Gadsden,http://www.zillow.com/homedetails/123-Meadow-Rd-Gadsden-AL-35901/75977917_zpid/,"$249,838 ","$330,000 ",35901,4 beds,,AL,123 Meadow Rd,2.5 baths,"3,200 sqft",(256) 490-0282 
Mobile,http://www.zillow.com/homedetails/958-Montgmery-St-Mobile-AL-36604/2100694210_zpid/,"$32,557 ","$93,000 ",36604,3 beds,,AL,958 Montgmery St.,1 bath,900 sqft,(251) 229-9030 
Birmingham,http://www.zillow.com/homedetails/4712-Terrace-S-Birmingham-AL-35208/998430_zpid/,"$68,143 ","$52,000 ",35208,3 beds,,AL,4712 Terrace S,1.5 baths,"1,345 sqft",(801) 735-1688 
Huntsville,http://www.zillow.com/homedetails/1225-Halsey-Ave-NE-Huntsville-AL-35801/92145234_zpid/,"$93,961 ","$100,000 ",35801,2 beds,,AL,1225 Halsey Ave NE,1 bath,911 sqft,(215) 284-8344 
Jacksonville,http://www.zillow.com/homedetails/307-Ladiga-St-SE-Jacksonville-AL-36265/109345800_zpid/,"$90,120 ","$125,000 ",36265,4 beds,,AL,307 Ladiga St SE,2 baths,"1,897 sqft",(770) 596-0040 
Auburn,http://www.zillow.com/homedetails/111-Brookwood-Dr-Auburn-AL-36830/76048770_zpid/,"$168,647 ","$195,000 ",36830,3 beds,,AL,111 Brookwood Dr,2 baths,"1,350 sqft",(706) 718-8681 
Oneonta,http://www.zillow.com/homedetails/405-Quail-Ridge-Rd-Oneonta-AL-35121/92801_zpid/,"$309,941 ","$280,000 ",35121,4 beds,,AL,405 Quail Ridge Rd,3.5 baths,"3,700 sqft",(205) 999-9248 
Trussville,http://www.zillow.com/homedetails/126-Vann-Cir-Trussville-AL-35173/895502_zpid/,"$84,957 ","$134,000 ",35173,3 beds,,AL,126 Vann Cir,1 bath,922 sqft,
Toney,http://www.zillow.com/homedetails/1677-Mckee-Rd-Toney-AL-35773/92117896_zpid/,"$82,486 ","$94,900 ",35773,3 beds,,AL,1677 Mckee Rd,2 baths,"1,118 sqft",
Vestavia,http://www.zillow.com/homedetails/2201-Brookdale-Ln-Vestavia-AL-35216/1013431_zpid/,"$251,442 ","$333,000 ",35216,3 beds,,AL,2201 Brookdale Ln,2 baths,"1,428 sqft",
Centre,http://www.zillow.com/homedetails/680-Garrett-Dr-Centre-AL-35960/2101306578_zpid/,"$74,722 ","$129,000 ",35960,3 beds,,AL,680 Garrett Dr,2 baths,"1,395 sqft",(256) 490-6641 
Birmingham,http://www.zillow.com/homedetails/1428-Berry-Rd-Birmingham-AL-35226/1014221_zpid/,"$268,225 ","$249,900 ",35226,3 beds,,AL,1428 Berry Rd,2 baths,"2,300 sqft",(205) 616-9478 
Huntsville,http://www.zillow.com/homedetails/103-Roberta-Rd-SE-Huntsville-AL-35802/92143936_zpid/,"$274,056 ","$282,000 ",35802,4 beds,,AL,103 Roberta Rd SE,3 baths,"2,825 sqft",(256) 882-6604 
Fairhope,http://www.zillow.com/homedetails/12484-County-Road-32-Fairhope-AL-36532/72757659_zpid/,"$380,803 ","$380,000 ",36532,3 beds,,AL,12484 County Road 32,3 baths,"2,856 sqft",(251) 928-0074 
Helena,http://www.zillow.com/homedetails/116-Tocoa-Cir-Helena-AL-35080/55779806_zpid/,"$146,884 ","$152,900 ",35080,3 beds,,AL,116 Tocoa Cir,2 baths,"1,559 sqft",(205) 441-2021 
Gulf Shores,http://www.zillow.com/homedetails/344-E-Beach-Blvd-31-Gulf-Shores-AL-36542/72780248_zpid/,"$129,817 ","$150,000 ",36542,2 beds,,AL,344 E Beach Blvd # 31,1 bath,900 sqft,(251) 458-1230 
Vestavia,http://www.zillow.com/homedetails/3361-Valley-Park-Dr-Vestavia-AL-35243/985072_zpid/,"$233,538 ","$259,999 ",35243,4 beds,,AL,3361 Valley Park Dr,3 baths,"1,987 sqft",(205) 910-7567 
Roanoke,http://www.zillow.com/homedetails/706-County-Road-865-Roanoke-AL-36274/104532850_zpid/,"$128,386 ","$139,000 ",36274,3 beds,,AL,706 County Road 865,2 baths,"1,680 sqft",(334) 757-0050 
Jasper,http://www.zillow.com/homedetails/901-Airport-Rd-S-Jasper-AL-35501/76072932_zpid/,"$82,756 ","$119,000 ",35501,3 beds,,AL,901 Airport Rd S,2 baths,"1,371 sqft",(205) 438-2555 
Daphne,http://www.zillow.com/homedetails/208-Golf-Terrace-Daphne-AL-36526/2102932422_zpid/,"$137,679 ","$75,900 ",36526,1 bed,,AL,208 Golf Terrace,1 bath,#NAME?,
Madison,http://www.zillow.com/homedetails/216-W-Lake-Cir-216-Madison-AL-35758/2103075024_zpid/,"$220,841 ","$240,000 ",35758,3 beds,,AL,216 W Lake Cir # 216,2.5 baths,"2,250 sqft",(407) 491-4441 
Montgomery,http://www.zillow.com/homedetails/6812-Canter-Trl-Montgomery-AL-36117/118930214_zpid/,"$88,562 ","$88,500 ",36117,2 beds,,AL,6812 Canter Trl,2 baths,"1,163 sqft",(334) 651-1339 
Pike Road,http://www.zillow.com/homedetails/10909-Troy-Hwy-Pike-Road-AL-36064/2125815534_zpid/,"$551,913 ","$800,000 ",36064,7 beds,,AL,10909 Troy Hwy,9 baths,"13,000 sqft",(334) 657-4884 
Helena,http://www.zillow.com/homedetails/1085-Chateau-Dr-Helena-AL-35080/203126_zpid/,"$139,656 ","$159,900 ",35080,3 beds,,AL,1085 Chateau Dr,2 baths,"1,721 sqft",(205) 223-7167 
Grant,http://www.zillow.com/homedetails/2011-White-Elephant-Road-Grant-AL-35747/2102532540_zpid/,,"$99,500 ",35747,,,AL,2011 White Elephant Road,,,(256) 881-3795 
Slocomb,http://www.zillow.com/homedetails/290-N-Morris-St-Slocomb-AL-36375/2102268496_zpid/,"$76,206 ","$96,500 ",36375,3 beds,,AL,290 N Morris St,2 baths,"1,170 sqft",(334) 796-9333 
Mobile,http://www.zillow.com/homedetails/5728-Marquis-Ct-Mobile-AL-36609/50996784_zpid/,"$192,102 ","$231,000 ",36609,5 beds,,AL,5728 Marquis Ct,3 baths,"2,600 sqft",(251) 343-0917 
Jasper,http://www.zillow.com/homedetails/33124-Highway-69-Jasper-AL-35504/2106213141_zpid/,"$74,659 ","$99,900 ",35504,3 beds,,AL,33124 Highway 69,1 bath,"1,551 sqft",(205) 221-4910 
Anniston,http://www.zillow.com/homedetails/1330-Christine-Ave-Anniston-AL-36207/109223300_zpid/,"$140,603 ","$179,900 ",36207,4 beds,,AL,1330 Christine Ave,2 baths,"3,300 sqft",(256) 310-7033 
Vestavia,http://www.zillow.com/homedetails/2442-Monte-Vista-Dr-Vestavia-AL-35216/1063445_zpid/,"$268,830 ","$324,900 ",35216,4 beds,,AL,2442 Monte Vista Dr,3 baths,"2,125 sqft",
Birmingham,http://www.zillow.com/homedetails/2913-Clydebank-Cir-Birmingham-AL-35242/185314_zpid/,"$231,744 ","$249,900 ",35242,4 beds,,AL,2913 Clydebank Cir,3.5 baths,"2,600 sqft",(205) 401-2988 
Killen,http://www.zillow.com/homedetails/217-Alabama-St-Killen-AL-35645/67114794_zpid/,"$100,706 ","$149,500 ",35645,3 beds,,AL,217 Alabama St,2 baths,"1,975 sqft",(256) 394-2944 
Birmingham,http://www.zillow.com/homedetails/3017-33rd-Pl-N-Birmingham-AL-35207/930011_zpid/,"$41,796 ","$51,000 ",35207,3 beds,,AL,3017 33rd Pl N,1 bath,912 sqft,(801) 735-1688 
Athens,http://www.zillow.com/homedetails/512-N-Jefferson-St-Athens-AL-35611/2119265649_zpid/,"$221,513 ","$269,000 ",35611,3 beds,,AL,512 N Jefferson St,5 baths,"3,185 sqft",(256) 777-8112 
Sylacauga,http://www.zillow.com/homedetails/305-Craddock-Ave-Sylacauga-AL-35150/76060211_zpid/,"$141,324 ","$132,900 ",35150,4 beds,,AL,305 Craddock Ave,2 baths,"1,760 sqft",(256) 404-8941 
